Plot Rep Block Genotype Lat Loc Year Environment EV_V4 EV_V6 PH_V4 PH_V6 PH_final LO TILL FF MF
9211 1 922 DH_KE0209 47 GOL 2017 2017.GOL 5 6 62 87 102.6 NA NA NA NA
9212 1 922 DH_PE0178 47 GOL 2017 2017.GOL 6 5 59 82.2 87.4 NA NA NA NA
9214 1 922 DH_PE0183 47 GOL 2017 2017.GOL 5 5 52.2 77 72.4 NA NA NA NA
9215 1 922 DH_KE0464 47 GOL 2017 2017.GOL 6 7 61 100.2 143.2 NA NA NA NA
9218 1 922 DH_LL0006 47 GOL 2017 2017.GOL 6 7 57.2 85.8 113.2 NA NA NA NA
9219 1 922 DH_PE0265 47 GOL 2017 2017.GOL 8 8 82.2 120.8 130.2 NA NA NA NA
9220 1 922 DH_KE0244 47 GOL 2017 2017.GOL 7 8 73.6 104.6 136.6 NA NA NA NA
9221 1 923 DH_KE0076 47 GOL 2017 2017.GOL 6 6 61 84.2 120.6 NA NA NA NA
9222 1 923 DH_KE0083 47 GOL 2017 2017.GOL 4 5 38.6 71.8 93.2 NA NA NA NA
9223 1 923 DH_PE0052 47 GOL 2017 2017.GOL 6 7 59 109 101.2 NA NA NA NA
9224 1 923 UH009 47 GOL 2017 2017.GOL 7 7 77.8 108 130.8 NA NA NA NA
9225 1 923 DH_KE0121 47 GOL 2017 2017.GOL 5 5 44.4 78.6 82.33333333 NA NA NA NA
9226 1 923 DH_PE0012 47 GOL 2017 2017.GOL 6 7 65.2 102.4 97.8 NA NA NA NA
9227 1 923 DH_PE0078 47 GOL 2017 2017.GOL 9 8 78.2 119.2 151 NA NA NA NA
9228 1 923 DH_KE0442 47 GOL 2017 2017.GOL 9 9 77.4 125.6 172.8 NA NA NA NA
9229 1 923 DH_PE0240 47 GOL 2017 2017.GOL 7 7 68 107.2 134 NA NA NA NA
9230 1 923 DH_LL0009 47 GOL 2017 2017.GOL 7 8 63.2 101 117 NA NA NA NA
9231 1 924 DH_KE0291 47 GOL 2017 2017.GOL 5 5 43.2 72.4 107.2 NA NA NA NA
9232 1 924 DH_KE0289 47 GOL 2017 2017.GOL 6 8 70 106.2 146.4 NA NA NA NA
9233 1 924 DH_KE0285 47 GOL 2017 2017.GOL 6 7 58.4 94.4 128 NA NA NA NA
9234 1 924 DH_PE0392 47 GOL 2017 2017.GOL 5 6 53.8 75 92.8 NA NA NA NA
9235 1 924 DH_KE0295 47 GOL 2017 2017.GOL 5 6 56.8 82.8 103.4 NA NA NA NA
9236 1 924 DH_PE0226 47 GOL 2017 2017.GOL 5 6 57.4 83.8 85.4 NA NA NA NA
9237 1 924 DH_PE0486 47 GOL 2017 2017.GOL 7 8 79.4 125.8 134.6 NA NA NA NA
9238 1 924 DH_KE0002 47 GOL 2017 2017.GOL 6 7 58.8 96.6 113.6 NA NA NA NA
9239 1 924 DH_KE0035 47 GOL 2017 2017.GOL 7 8 79.2 124 128.4 NA NA NA NA
9240 1 924 UH007 47 GOL 2017 2017.GOL 7 8 79.4 122.8 134.2 NA NA NA NA
9241 1 925 DH_PE0066 47 GOL 2017 2017.GOL 5 6 58.2 90.4 80.2 NA NA NA NA
9242 1 925 DH_PE0277 47 GOL 2017 2017.GOL 5 7 57.4 99.8 133.4 NA NA NA NA
9243 1 925 DH_PE0085 47 GOL 2017 2017.GOL 7 8 75.6 101.8 98.6 NA NA NA NA
9244 1 925 DH_KE0480 47 GOL 2017 2017.GOL 6 7 64.2 81.8 100.8 NA NA NA NA
9245 1 925 DH_PE0080 47 GOL 2017 2017.GOL 6 6 56.2 79.8 66.6 NA NA NA NA
9246 1 925 DH_KE0164 47 GOL 2017 2017.GOL 6 6 52.6 78.4 89 NA NA NA NA
9247 1 925 DH_KE0474 47 GOL 2017 2017.GOL 5 6 54.4 82.8 114 NA NA NA NA
9249 1 925 DH_PE0420 47 GOL 2017 2017.GOL 7 7 80.2 113 135 NA NA NA NA
9250 1 925 DH_PE0384 47 GOL 2017 2017.GOL 6 6 69.8 99.4 103.4 NA NA NA NA
9251 1 926 EP1 47 GOL 2017 2017.GOL 5 6 55.2 77 125.8 NA NA NA NA
9252 1 926 DH_KE0231 47 GOL 2017 2017.GOL 5 6 51.2 87.2 126.6 NA NA NA NA
9253 1 926 DH_PE0363 47 GOL 2017 2017.GOL 7 7 88 118.8 144.6 NA NA NA NA
9254 1 926 DH_KE0277 47 GOL 2017 2017.GOL 5 5 56.4 85.2 103 NA NA NA NA
9255 1 926 EP44 47 GOL 2017 2017.GOL 5 6 50.8 70.6 86.2 NA NA NA NA
9256 1 926 DH_PE0385 47 GOL 2017 2017.GOL 7 7 82.8 112.6 107.6 NA NA NA NA
9257 1 926 DH_KE0101 47 GOL 2017 2017.GOL 6 7 61.2 101.8 156.4 NA NA NA NA
9258 1 926 DH_PE0448 47 GOL 2017 2017.GOL 6 7 65.8 94.8 111.8 NA NA NA NA
9259 1 926 DH_PE0361 47 GOL 2017 2017.GOL 5 6 51.6 85 132.8 NA NA NA NA
9260 1 926 DH_PE0171 47 GOL 2017 2017.GOL 6 7 61.4 87.6 89.2 NA NA NA NA
9261 1 927 DH_KE0011 47 GOL 2017 2017.GOL 6 7 56 92.2 113.6 NA NA NA NA
9262 1 927 DH_KE0113 47 GOL 2017 2017.GOL 5 5 56.4 76 99.6 NA NA NA NA
9263 1 927 DH_PE0353 47 GOL 2017 2017.GOL 6 5 66.4 92.8 127.8 NA NA NA NA
9264 1 927 DH_PE0060 47 GOL 2017 2017.GOL 7 7 69.2 109.6 114.6 NA NA NA NA
9265 1 927 DH_PE0424 47 GOL 2017 2017.GOL 7 7 64.6 100.8 140.2 NA NA NA NA
9266 1 927 DH_KE0367 47 GOL 2017 2017.GOL 6 6 58.8 97.2 128.2 NA NA NA NA
9267 1 927 DH_KE0296 47 GOL 2017 2017.GOL 5 6 52.6 84.2 133 NA NA NA NA
9268 1 927 DH_PE0214 47 GOL 2017 2017.GOL 6 6 59 83.4 121.2 NA NA NA NA
9270 1 927 DH_KE0288 47 GOL 2017 2017.GOL 6 7 63.4 93.2 126.4 NA NA NA NA
9271 1 928 DH_KE0212 47 GOL 2017 2017.GOL 5 5 41 66.2 96 NA NA NA NA
9272 1 928 DH_KE0201 47 GOL 2017 2017.GOL 6 6 62.4 85.8 103.8 NA NA NA NA
9273 1 928 DH_KE0153 47 GOL 2017 2017.GOL 6 6 65.6 107.2 122.4 NA NA NA NA
9274 1 928 DH_PE0036 47 GOL 2017 2017.GOL 6 6 65.6 89 90.2 NA NA NA NA
9275 1 928 DH_KE0266 47 GOL 2017 2017.GOL 6 7 64.4 89.2 88 NA NA NA NA
9276 1 928 DH_PE0190 47 GOL 2017 2017.GOL 5 6 57.6 79.8 53.8 NA NA NA NA
9277 1 928 DH_LL0095 47 GOL 2017 2017.GOL 5 5 58.4 74.8 83 NA NA NA NA
9279 1 928 DH_PE0404 47 GOL 2017 2017.GOL 7 7 79.6 111.8 105.6 NA NA NA NA
9280 1 928 DH_PE0090 47 GOL 2017 2017.GOL 5 6 56.2 85.4 83.6 NA NA NA NA
9282 1 929 DH_KE0070 47 GOL 2017 2017.GOL 4 4 37 63 85.5 NA NA NA NA
9283 1 929 DH_KE0440 47 GOL 2017 2017.GOL 5 6 53.4 86 104.2 NA NA NA NA
9284 1 929 DH_PE0519 47 GOL 2017 2017.GOL 7 7 87.8 116.6 140 NA NA NA NA
9285 1 929 DH_PE0230 47 GOL 2017 2017.GOL 4 5 49 60.8 54.2 NA NA NA NA
9286 1 929 DH_PE0218 47 GOL 2017 2017.GOL 7 7 67.2 91 79.8 NA NA NA NA
9287 1 929 DH_KE0096 47 GOL 2017 2017.GOL 6 6 62.8 86.2 105.2 NA NA NA NA
9288 1 929 DH_PE0022 47 GOL 2017 2017.GOL 7 7 78.4 105.2 90 NA NA NA NA
9290 1 929 DH_KE0337 47 GOL 2017 2017.GOL 5 5 51.4 79.8 122.2 NA NA NA NA
9291 1 930 DH_KE0520 47 GOL 2017 2017.GOL 7 8 73.4 109 150.4 NA NA NA NA
9292 1 930 F7 47 GOL 2017 2017.GOL 6 6 71 99.8 103.4 NA NA NA NA
9293 1 930 DH_PE0359 47 GOL 2017 2017.GOL 6 6 61.4 90.8 103 NA NA NA NA
9294 1 930 DH_PE0131 47 GOL 2017 2017.GOL 5 5 59.8 75 95.4 NA NA NA NA
9295 1 930 DH_KE0469 47 GOL 2017 2017.GOL 6 6 61.6 89 130 NA NA NA NA
9296 1 930 DH_KE0286 47 GOL 2017 2017.GOL 7 7 68.4 96 110 NA NA NA NA
9297 1 930 DH_KE0067 47 GOL 2017 2017.GOL 5 5 58.2 72.6 118.8 NA NA NA NA
9298 1 930 DH_PE0310 47 GOL 2017 2017.GOL 7 8 74 116.8 168.8 NA NA NA NA
9299 1 930 DH_KE0501 47 GOL 2017 2017.GOL 6 7 68 99.8 117.2 NA NA NA NA
9300 1 930 DH_KE0373 47 GOL 2017 2017.GOL 6 7 65.2 95.2 133 NA NA NA NA
9301 2 931 DH_PE0359 47 GOL 2017 2017.GOL 6 6 65.2 90.2 103 NA NA NA NA
9302 2 931 DH_PE0052 47 GOL 2017 2017.GOL 6 7 64.2 91 95.4 NA NA NA NA
9303 2 931 DH_KE0153 47 GOL 2017 2017.GOL 6 7 67 99.8 131.8 NA NA NA NA
9304 2 931 DH_PE0353 47 GOL 2017 2017.GOL 6 5 58.6 87.6 101.8 NA NA NA NA
9306 2 931 DH_KE0440 47 GOL 2017 2017.GOL 6 6 61.2 97.4 105.4 NA NA NA NA
9307 2 931 DH_KE0285 47 GOL 2017 2017.GOL 7 7 68.6 99.4 108.6 NA NA NA NA
9308 2 931 DH_PE0400 47 GOL 2017 2017.GOL 6 7 64.2 99 110.4 NA NA NA NA
9309 2 931 DH_PE0085 47 GOL 2017 2017.GOL 7 8 82.8 106.4 94.4 NA NA NA NA
9310 2 931 DH_PE0363 47 GOL 2017 2017.GOL 7 7 83.8 113.8 125.6 NA NA NA NA
9311 2 932 DH_KE0373 47 GOL 2017 2017.GOL 7 7 65.2 88.4 126.4 NA NA NA NA
9312 2 932 DH_LL0009 47 GOL 2017 2017.GOL 7 7 62 92.8 114.4 NA NA NA NA
9313 2 932 DH_PE0090 47 GOL 2017 2017.GOL 6 6 65 93.4 93.6 NA NA NA NA
9314 2 932 DH_KE0288 47 GOL 2017 2017.GOL 6 7 60.6 94.2 119.6 NA NA NA NA
9315 2 932 DH_KE0244 47 GOL 2017 2017.GOL 7 7 60 93 146.8 NA NA NA NA
9316 2 932 DH_KE0337 47 GOL 2017 2017.GOL 5 6 51.2 75.8 107.8 NA NA NA NA
9317 2 932 UH007 47 GOL 2017 2017.GOL 8 8 90.6 118.8 114.8 NA NA NA NA
9318 2 932 DH_KE0370 47 GOL 2017 2017.GOL 6 7 62.2 102.2 87.2 NA NA NA NA
9319 2 932 DH_PE0384 47 GOL 2017 2017.GOL 6 6 68 100.8 110.4 NA NA NA NA
9320 2 932 DH_PE0171 47 GOL 2017 2017.GOL 6 6 78.2 88 69.2 NA NA NA NA
9321 2 933 DH_KE0501 47 GOL 2017 2017.GOL 6 6 64.6 87 91.2 NA NA NA NA
9322 2 933 DH_PE0240 47 GOL 2017 2017.GOL 6 7 75.8 98.6 103 NA NA NA NA
9323 2 933 DH_PE0404 47 GOL 2017 2017.GOL 7 8 88.8 113.8 113 NA NA NA NA
9325 2 933 DH_PE0265 47 GOL 2017 2017.GOL 7 7 89.6 113.6 117.4 NA NA NA NA
9327 2 933 DH_KE0035 47 GOL 2017 2017.GOL 6 6 63.4 110.8 97.4 NA NA NA NA
9328 2 933 DH_PE0301 47 GOL 2017 2017.GOL 7 7 72.8 105.8 113.4 NA NA NA NA
9329 2 933 DH_PE0420 47 GOL 2017 2017.GOL 8 8 89.4 120.4 122.2 NA NA NA NA
9330 2 933 DH_PE0361 47 GOL 2017 2017.GOL 7 7 74.6 105.2 116.2 NA NA NA NA
9331 2 934 DH_PE0131 47 GOL 2017 2017.GOL 6 6 72.6 86.6 97 NA NA NA NA
9332 2 934 UH009 47 GOL 2017 2017.GOL 7 7 79.6 104.2 127.6 NA NA NA NA
9333 2 934 DH_PE0036 47 GOL 2017 2017.GOL 7 6 68.6 89.4 105.8 NA NA NA NA
9334 2 934 DH_PE0060 47 GOL 2017 2017.GOL 7 8 74.6 115.6 116.6 NA NA NA NA
9335 2 934 DH_PE0183 47 GOL 2017 2017.GOL 4 4 50.2 70 61.8 NA NA NA NA
9336 2 934 DH_PE0519 47 GOL 2017 2017.GOL 7 8 85.6 116.8 139.6 NA NA NA NA
9337 2 934 DH_PE0392 47 GOL 2017 2017.GOL 4 5 49 66.8 80.8 NA NA NA NA
9338 2 934 DH_PE0413 47 GOL 2017 2017.GOL 5 6 59 85.4 83 NA NA NA NA
9339 2 934 DH_KE0480 47 GOL 2017 2017.GOL 6 7 69.6 92.8 128.6 NA NA NA NA
9340 2 934 DH_KE0277 47 GOL 2017 2017.GOL 5 5 61.8 85.2 91.8 NA NA NA NA
9341 2 935 DH_KE0520 47 GOL 2017 2017.GOL 6 7 70.8 103 161.6 NA NA NA NA
9342 2 935 DH_KE0076 47 GOL 2017 2017.GOL 6 7 68.2 97.4 126.4 NA NA NA NA
9343 2 935 DH_KE0212 47 GOL 2017 2017.GOL 4 4 39.4 55.4 88 NA NA NA NA
9344 2 935 DH_KE0011 47 GOL 2017 2017.GOL 6 6 43.6 75.6 106.4 NA NA NA NA
9345 2 935 DH_KE0209 47 GOL 2017 2017.GOL 6 6 61.2 83.6 101.8 NA NA NA NA
9347 2 935 DH_KE0291 47 GOL 2017 2017.GOL 5 5 42.6 63.2 88.6 NA NA NA NA
9348 2 935 DH_PE0146 47 GOL 2017 2017.GOL 6 6 63.8 94.2 101 NA NA NA NA
9349 2 935 DH_PE0066 47 GOL 2017 2017.GOL 5 6 50.8 71.4 68.8 NA NA NA NA
9350 2 935 EP1 47 GOL 2017 2017.GOL 5 6 53.6 75.6 108.4 NA NA NA NA
9351 2 936 DH_KE0286 47 GOL 2017 2017.GOL 6 6 66.6 89.6 103.4 NA NA NA NA
9352 2 936 DH_PE0012 47 GOL 2017 2017.GOL 5 5 56.8 73.4 51.4 NA NA NA NA
9353 2 936 DH_PE0190 47 GOL 2017 2017.GOL 5 5 50.8 75.2 58.2 NA NA NA NA
9354 2 936 DH_KE0367 47 GOL 2017 2017.GOL 6 7 73.2 100 110.8 NA NA NA NA
9356 2 936 DH_PE0218 47 GOL 2017 2017.GOL 6 7 65 96 95.4 NA NA NA NA
9357 2 936 DH_PE0226 47 GOL 2017 2017.GOL 4 4 45 69 60.4 NA NA NA NA
9358 2 936 D152 47 GOL 2017 2017.GOL 5 6 61.4 91.2 125.4 NA NA NA NA
9359 2 936 DH_KE0164 47 GOL 2017 2017.GOL 5 6 48.4 81.4 94.8 NA NA NA NA
9360 2 936 DH_PE0385 47 GOL 2017 2017.GOL 7 7 86.6 119.8 95.4 NA NA NA NA
9361 2 937 DH_KE0469 47 GOL 2017 2017.GOL 5 6 59 85.6 117.8 NA NA NA NA
9362 2 937 DH_KE0121 47 GOL 2017 2017.GOL 5 5 51.2 82 74.8 NA NA NA NA
9363 2 937 DH_KE0266 47 GOL 2017 2017.GOL 6 6 59 93.4 110.2 NA NA NA NA
9364 2 937 DH_PE0424 47 GOL 2017 2017.GOL 7 7 77.4 105.2 124.8 NA NA NA NA
9365 2 937 DH_KE0464 47 GOL 2017 2017.GOL 7 7 77.4 116.4 138.4 NA NA NA NA
9366 2 937 DH_PE0230 47 GOL 2017 2017.GOL 4 5 61.2 75.6 81.25 NA NA NA NA
9367 2 937 DH_KE0295 47 GOL 2017 2017.GOL 4 5 65.2 72.4 77.6 NA NA NA NA
9368 2 937 DH_PE0174 47 GOL 2017 2017.GOL 5 5 53 78.2 64.6 NA NA NA NA
9369 2 937 DH_PE0080 47 GOL 2017 2017.GOL 4 5 45.2 72.4 53.6 NA NA NA NA
9370 2 937 EP44 47 GOL 2017 2017.GOL 5 6 51 78.6 82 NA NA NA NA
9371 2 938 DH_PE0310 47 GOL 2017 2017.GOL 7 8 79 123.4 127 NA NA NA NA
9372 2 938 DH_KE0442 47 GOL 2017 2017.GOL 7 8 79 115.4 150.8 NA NA NA NA
9374 2 938 DH_PE0214 47 GOL 2017 2017.GOL 6 7 73.8 116.8 130.8 NA NA NA NA
9375 2 938 DH_LL0006 47 GOL 2017 2017.GOL 6 6 61.6 95.4 134.6 NA NA NA NA
9376 2 938 DH_PE0022 47 GOL 2017 2017.GOL 7 8 74.8 124.6 144.6 NA NA NA NA
9377 2 938 DH_KE0002 47 GOL 2017 2017.GOL 5 6 64.6 97.6 121 NA NA NA NA
9378 2 938 DH_KE0579 47 GOL 2017 2017.GOL 7 8 79.2 131.4 163.6 NA NA NA NA
9380 2 938 DH_PE0448 47 GOL 2017 2017.GOL 6 7 72.6 112.8 113.6 NA NA NA NA
9381 2 939 F7 47 GOL 2017 2017.GOL 6 7 76 118 120.6 NA NA NA NA
9382 2 939 DH_KE0083 47 GOL 2017 2017.GOL 5 5 47.6 91.6 102.4 NA NA NA NA
9383 2 939 DH_KE0201 47 GOL 2017 2017.GOL 6 7 74.8 106.8 142.6 NA NA NA NA
9384 2 939 DH_KE0113 47 GOL 2017 2017.GOL 5 6 68 96.4 102.8 NA NA NA NA
9385 2 939 DH_PE0178 47 GOL 2017 2017.GOL 6 6 71.6 97.2 112.4 NA NA NA NA
9386 2 939 DH_KE0070 47 GOL 2017 2017.GOL 4 5 35.75 80.25 111.5 NA NA NA NA
9387 2 939 DH_KE0289 47 GOL 2017 2017.GOL 6 7 74 114.8 136.2 NA NA NA NA
9388 2 939 DH_KE0543 47 GOL 2017 2017.GOL 6 7 66 98 114.8 NA NA NA NA
9389 2 939 DH_PE0277 47 GOL 2017 2017.GOL 6 7 77.2 118.4 145.4 NA NA NA NA
9390 2 939 DH_KE0231 47 GOL 2017 2017.GOL 5 6 63.6 101.2 139.6 NA NA NA NA
9391 2 940 DH_KE0067 47 GOL 2017 2017.GOL 6 6 65.6 95.8 106.2 NA NA NA NA
9392 2 940 DH_PE0078 47 GOL 2017 2017.GOL 7 7 87.4 123.4 150 NA NA NA NA
9393 2 940 DH_LL0095 47 GOL 2017 2017.GOL 5 5 56.4 87 107.2 NA NA NA NA
9394 2 940 DH_KE0296 47 GOL 2017 2017.GOL 5 6 64 103 127 NA NA NA NA
9396 2 940 DH_KE0096 47 GOL 2017 2017.GOL 7 7 70.8 108.6 144.6 NA NA NA NA
9397 2 940 DH_PE0486 47 GOL 2017 2017.GOL 7 7 84.8 132.6 132.4 NA NA NA NA
9398 2 940 DH_KE0078 47 GOL 2017 2017.GOL 5 6 55.2 97.4 104.8 NA NA NA NA
9399 2 940 DH_KE0474 47 GOL 2017 2017.GOL 4 6 43.25 79 98.66666667 NA NA NA NA
9400 2 940 DH_KE0101 47 GOL 2017 2017.GOL 5 6 61.2 107.2 152.8 NA NA NA NA
9401 1 941 DH_KE0311 48 GOL 2017 2017.GOL 6 7 68.2 127.4 143.2 NA NA NA NA
9402 1 941 DH_PE0305 48 GOL 2017 2017.GOL 7 7 85.2 126.4 117.2 NA NA NA NA
9403 1 941 DH_KE0547 48 GOL 2017 2017.GOL 6 6 71.6 112.6 119.6 NA NA NA NA
9404 1 941 DH_KE0189 48 GOL 2017 2017.GOL 6 6 57 104.8 142.8 NA NA NA NA
9405 1 941 DH_PE0064 48 GOL 2017 2017.GOL 7 7 80.6 105 106.4 NA NA NA NA
9406 1 941 EC49A 48 GOL 2017 2017.GOL 7 8 85.2 132.4 178 NA NA NA NA
9407 1 941 DH_KE0092 48 GOL 2017 2017.GOL 6 7 65.8 98.4 125 NA NA NA NA
9408 1 941 DH_KE0144 48 GOL 2017 2017.GOL 6 7 63 100 120.4 NA NA NA NA
9409 1 941 DH_KE0193 48 GOL 2017 2017.GOL 4 4 44.6 67.2 76.6 NA NA NA NA
9410 1 941 DH_KE0159 48 GOL 2017 2017.GOL 6 7 77 112.2 159.4 NA NA NA NA
9411 1 942 DH_KE0416 48 GOL 2017 2017.GOL 5 6 60.6 88 108.8 NA NA NA NA
9412 1 942 DH_PE0376 48 GOL 2017 2017.GOL 7 7 85.6 122.4 127.6 NA NA NA NA
9413 1 942 DH_PE0091 48 GOL 2017 2017.GOL 5 5 61.6 95.2 86.2 NA NA NA NA
9414 1 942 DH_PE0532 48 GOL 2017 2017.GOL 5 5 58.6 83 107.2 NA NA NA NA
9415 1 942 DH_KE0413 48 GOL 2017 2017.GOL 6 6 67 109.6 127.8 NA NA NA NA
9416 1 942 DH_KE0005 48 GOL 2017 2017.GOL 6 7 57.2 99.8 136.4 NA NA NA NA
9417 1 942 DH_KE0633 48 GOL 2017 2017.GOL 6 8 70 119 141.6 NA NA NA NA
9418 1 942 DH_KE0135 48 GOL 2017 2017.GOL 5 6 57 90.2 112.2 NA NA NA NA
9419 1 942 DH_KE0572 48 GOL 2017 2017.GOL 6 7 73.4 119.4 122.8 NA NA NA NA
9420 1 942 DH_PE0208 48 GOL 2017 2017.GOL 6 7 81.2 119.8 134.4 NA NA NA NA
9421 1 943 DH_PE0198 48 GOL 2017 2017.GOL 7 7 79.2 128 135 NA NA NA NA
9422 1 943 DH_PE0276 48 GOL 2017 2017.GOL 6 6 74.2 120.4 151.8 NA NA NA NA
9423 1 943 DH_KE0130 48 GOL 2017 2017.GOL 6 7 56.6 96.8 160.6 NA NA NA NA
9424 1 943 DH_PE0212 48 GOL 2017 2017.GOL 7 7 81.4 120 176.6 NA NA NA NA
9425 1 943 DH_KE0462 48 GOL 2017 2017.GOL 6 7 72.2 124.4 162 NA NA NA NA
9426 1 943 DH_PE0026 48 GOL 2017 2017.GOL 6 6 63.8 97.8 126.6 NA NA NA NA
9427 1 943 DH_PE0291 48 GOL 2017 2017.GOL 7 8 92.8 129.4 162.6 NA NA NA NA
9428 1 943 DH_PE0195 48 GOL 2017 2017.GOL 7 8 73.2 128.6 151.6 NA NA NA NA
9429 1 943 DH_PE0096 48 GOL 2017 2017.GOL 7 7 71.6 123 136.4 NA NA NA NA
9430 1 943 DH_PE0129 48 GOL 2017 2017.GOL 4 4 41.4 60.2 56.4 NA NA NA NA
9431 1 944 DH_PE0253 48 GOL 2017 2017.GOL 5 5 53 85 69.8 NA NA NA NA
9432 1 944 DH_KE0403 48 GOL 2017 2017.GOL 6 7 66.6 107.8 144.4 NA NA NA NA
9433 1 944 DK105 48 GOL 2017 2017.GOL 8 9 103.8 138.6 220 NA NA NA NA
9435 1 944 DH_KE0199 48 GOL 2017 2017.GOL 7 8 71.2 110.4 160.6 NA NA NA NA
9436 1 944 DH_PE0373 48 GOL 2017 2017.GOL 7 7 68.4 117.4 126.2 NA NA NA NA
9437 1 944 DH_PE0100 48 GOL 2017 2017.GOL 7 7 79.2 110 100.4 NA NA NA NA
9438 1 944 DH_PE0099 48 GOL 2017 2017.GOL 6 6 76.4 99.8 84.6 NA NA NA NA
9440 1 944 DH_KE0086 48 GOL 2017 2017.GOL 6 7 68.6 99 113.8 NA NA NA NA
9441 1 945 DH_PE0221 48 GOL 2017 2017.GOL 7 8 85.4 129.2 112.6 NA NA NA NA
9442 1 945 DH_PE0251 48 GOL 2017 2017.GOL 5 6 59.6 99.2 84.2 NA NA NA NA
9443 1 945 DH_KE0573 48 GOL 2017 2017.GOL 6 7 78.8 113.6 113.6 NA NA NA NA
9445 1 945 DH_PE0231 48 GOL 2017 2017.GOL 6 6 70.6 96.4 86.6 NA NA NA NA
9446 1 945 DH_PE0018 48 GOL 2017 2017.GOL 6 6 71.8 100.4 66.2 NA NA NA NA
9447 1 945 DH_PE0003 48 GOL 2017 2017.GOL 7 7 73 114.4 106.6 NA NA NA NA
9448 1 945 DH_PE0306 48 GOL 2017 2017.GOL 7 7 83.8 108.6 104.6 NA NA NA NA
9449 1 945 DH_KE0481 48 GOL 2017 2017.GOL 6 7 77 112 113 NA NA NA NA
9450 1 945 DH_PE0228 48 GOL 2017 2017.GOL 5 5 77.8 86.2 147.6666667 NA NA NA NA
9453 1 946 DH_KE0008 48 GOL 2017 2017.GOL 7 8 86.4 123.2 157.4 NA NA NA NA
9454 1 946 DH_KE0378 48 GOL 2017 2017.GOL 6 8 66.8 125.8 160.6 NA NA NA NA
9455 1 946 DH_KE0102 48 GOL 2017 2017.GOL 6 7 73.2 105.4 135.8 NA NA NA NA
9456 1 946 DH_KE0239 48 GOL 2017 2017.GOL 6 6 62.2 94.8 106.2 NA NA NA NA
9457 1 946 DH_KE0006 48 GOL 2017 2017.GOL 6 6 57.2 93.2 97.6 NA NA NA NA
9458 1 946 DH_KE0242 48 GOL 2017 2017.GOL 6 6 58.8 103.4 124.2 NA NA NA NA
9459 1 946 DH_PE0113 48 GOL 2017 2017.GOL 6 5 62.8 87.4 70.4 NA NA NA NA
9460 1 946 DH_KE0525 48 GOL 2017 2017.GOL 6 6 64 90.8 97.2 NA NA NA NA
9461 1 947 DH_KE0382 48 GOL 2017 2017.GOL 6 6 62.8 90.2 119.2 NA NA NA NA
9462 1 947 DH_KE0122 48 GOL 2017 2017.GOL 5 4 35.8 61.2 118 NA NA NA NA
9463 1 947 DH_PE0139 48 GOL 2017 2017.GOL 6 6 82.6 107.8 91.6 NA NA NA NA
9464 1 947 UH006 48 GOL 2017 2017.GOL 7 7 80 115.2 128.8 NA NA NA NA
9465 1 947 DH_PE0032 48 GOL 2017 2017.GOL 5 6 66.4 101.6 83.2 NA NA NA NA
9466 1 947 DH_KE0185 48 GOL 2017 2017.GOL 5 6 60.4 82.4 96.2 NA NA NA NA
9467 1 947 DH_PE0161 48 GOL 2017 2017.GOL 6 7 72 112.8 137.4 NA NA NA NA
9468 1 947 DH_PE0324 48 GOL 2017 2017.GOL 5 6 69.6 94.8 115.2 NA NA NA NA
9470 1 947 DH_KE0060 48 GOL 2017 2017.GOL 6 6 66 95.8 120.2 NA NA NA NA
9471 1 948 DH_KE0020 48 GOL 2017 2017.GOL 5 5 56.2 91 96.6 NA NA NA NA
9472 1 948 DH_PE0148 48 GOL 2017 2017.GOL 6 6 71.2 94.8 101.4 NA NA NA NA
9473 1 948 DH_PE0071 48 GOL 2017 2017.GOL 7 7 78.2 112.6 114.8 NA NA NA NA
9474 1 948 DH_PE0263 48 GOL 2017 2017.GOL 5 6 63.8 92.8 123.6 NA NA NA NA
9475 1 948 DH_KE0148 48 GOL 2017 2017.GOL 6 6 68.6 106.6 102.2 NA NA NA NA
9476 1 948 DH_KE0181 48 GOL 2017 2017.GOL 5 5 51 70.4 89.8 NA NA NA NA
9477 1 948 DH_PE0319 48 GOL 2017 2017.GOL 7 7 82.6 115.6 99.8 NA NA NA NA
9478 1 948 DH_PE0288 48 GOL 2017 2017.GOL 6 6 68 93.8 135.8 NA NA NA NA
9480 1 948 DH_KE0191 48 GOL 2017 2017.GOL 4 5 48.2 58.2 69.5 NA NA NA NA
9481 1 949 DH_KE0532 48 GOL 2017 2017.GOL 5 6 72.4 98 90 NA NA NA NA
9482 1 949 DH_KE0618 48 GOL 2017 2017.GOL 6 7 72.8 111.8 106 NA NA NA NA
9484 1 949 DH_PE0440 48 GOL 2017 2017.GOL 6 7 81.6 102.8 95.4 NA NA NA NA
9485 1 949 DH_PE0197 48 GOL 2017 2017.GOL 5 6 61.8 90.2 74 NA NA NA NA
9486 1 949 DH_KE0095 48 GOL 2017 2017.GOL 5 5 43.6 75.8 86.4 NA NA NA NA
9487 1 949 UH007 48 GOL 2017 2017.GOL 7 8 83.4 117.4 122.6 NA NA NA NA
9490 1 949 F283 48 GOL 2017 2017.GOL 7 7 74.6 104.6 134.2 NA NA NA NA
9491 1 950 DH_PE0082 48 GOL 2017 2017.GOL 7 7 80.8 118 101.6 NA NA NA NA
